,time,chlor_a,year,month,day,area,state
65,2003-12-03,-32767.0,2003,12,3,NORTE_SP,SP
66,2003-12-11,0.563607752,2003,12,11,NORTE_SP,SP
67,2003-12-19,-32767.0,2003,12,19,NORTE_SP,SP
68,2003-12-27,0.530198514,2003,12,27,NORTE_SP,SP
69,2004-01-01,0.374381959,2004,1,1,NORTE_SP,SP
70,2004-01-09,0.435805172,2004,1,9,NORTE_SP,SP
71,2004-01-17,0.605009615,2004,1,17,NORTE_SP,SP
72,2004-01-25,0.59200561,2004,1,25,NORTE_SP,SP
73,2004-02-02,0.530951142,2004,2,2,NORTE_SP,SP
74,2004-02-10,0.577841163,2004,2,10,NORTE_SP,SP
75,2004-02-18,0.712374628,2004,2,18,NORTE_SP,SP
76,2004-02-26,1.54439473,2004,2,26,NORTE_SP,SP
77,2004-03-05,0.598416567,2004,3,5,NORTE_SP,SP
78,2004-03-13,0.526874423,2004,3,13,NORTE_SP,SP
79,2004-03-21,0.919595659,2004,3,21,NORTE_SP,SP
80,2004-03-29,0.723024309,2004,3,29,NORTE_SP,SP
81,2004-04-06,0.547667682,2004,4,6,NORTE_SP,SP
82,2004-04-14,0.701694965,2004,4,14,NORTE_SP,SP
83,2004-04-22,1.05299497,2004,4,22,NORTE_SP,SP
84,2004-04-30,1.12305808,2004,4,30,NORTE_SP,SP
85,2004-05-08,1.74191475,2004,5,8,NORTE_SP,SP
86,2004-05-16,1.82870793,2004,5,16,NORTE_SP,SP
87,2004-05-24,2.10273767,2004,5,24,NORTE_SP,SP
88,2004-06-01,2.01200676,2004,6,1,NORTE_SP,SP
89,2004-06-09,1.73523378,2004,6,9,NORTE_SP,SP
90,2004-06-17,1.49447846,2004,6,17,NORTE_SP,SP
91,2004-06-25,1.06868279,2004,6,25,NORTE_SP,SP
92,2004-07-03,1.08692753,2004,7,3,NORTE_SP,SP
93,2004-07-11,1.77048254,2004,7,11,NORTE_SP,SP
94,2004-07-19,1.30385387,2004,7,19,NORTE_SP,SP
95,2004-07-27,1.32340086,2004,7,27,NORTE_SP,SP
96,2004-08-04,1.18416464,2004,8,4,NORTE_SP,SP
97,2004-08-12,1.41613853,2004,8,12,NORTE_SP,SP
98,2004-08-20,1.37003255,2004,8,20,NORTE_SP,SP
99,2004-08-28,1.53852522,2004,8,28,NORTE_SP,SP
100,2004-09-05,1.32703352,2004,9,5,NORTE_SP,SP
101,2004-09-13,1.20373607,2004,9,13,NORTE_SP,SP
102,2004-09-21,1.41374576,2004,9,21,NORTE_SP,SP
103,2004-09-29,0.743880808,2004,9,29,NORTE_SP,SP
104,2004-10-07,1.08288753,2004,10,7,NORTE_SP,SP
105,2004-10-15,0.301423013,2004,10,15,NORTE_SP,SP
106,2004-10-23,0.705978751,2004,10,23,NORTE_SP,SP
107,2004-10-31,-32767.0,2004,10,31,NORTE_SP,SP
108,2004-11-08,1.0948441,2004,11,8,NORTE_SP,SP
109,2004-11-16,0.951194346,2004,11,16,NORTE_SP,SP
110,2004-11-24,1.21961486,2004,11,24,NORTE_SP,SP
111,2004-12-02,1.20107985,2004,12,2,NORTE_SP,SP
112,2004-12-10,1.03261137,2004,12,10,NORTE_SP,SP
113,2004-12-18,0.645426989,2004,12,18,NORTE_SP,SP
114,2004-12-26,0.312029272,2004,12,26,NORTE_SP,SP
115,2005-01-01,0.478340149,2005,1,1,NORTE_SP,SP
116,2005-01-09,0.48536706,2005,1,9,NORTE_SP,SP
117,2005-01-17,-32767.0,2005,1,17,NORTE_SP,SP
118,2005-01-25,1.15909827,2005,1,25,NORTE_SP,SP
119,2005-02-02,1.3635006,2005,2,2,NORTE_SP,SP
120,2005-02-10,0.700768352,2005,2,10,NORTE_SP,SP
121,2005-02-18,0.630757928,2005,2,18,NORTE_SP,SP
122,2005-02-26,0.432739884,2005,2,26,NORTE_SP,SP
123,2005-03-06,0.623966098,2005,3,6,NORTE_SP,SP
124,2005-03-14,0.427964866,2005,3,14,NORTE_SP,SP
125,2005-03-22,0.484432906,2005,3,22,NORTE_SP,SP
126,2005-03-30,0.643362522,2005,3,30,NORTE_SP,SP
127,2005-04-07,1.34273517,2005,4,7,NORTE_SP,SP
128,2005-04-15,1.0429908,2005,4,15,NORTE_SP,SP
129,2005-04-23,0.758439004,2005,4,23,NORTE_SP,SP
130,2005-05-01,1.64460695,2005,5,1,NORTE_SP,SP
131,2005-05-09,1.10173666,2005,5,9,NORTE_SP,SP
132,2005-05-17,0.48875764,2005,5,17,NORTE_SP,SP
133,2005-05-25,2.08188462,2005,5,25,NORTE_SP,SP
134,2005-06-02,1.17442572,2005,6,2,NORTE_SP,SP
135,2005-06-10,1.26892328,2005,6,10,NORTE_SP,SP
136,2005-06-18,1.26201785,2005,6,18,NORTE_SP,SP
137,2005-06-26,1.17932224,2005,6,26,NORTE_SP,SP
138,2005-07-04,0.924076557,2005,7,4,NORTE_SP,SP
139,2005-07-12,1.39400446,2005,7,12,NORTE_SP,SP
140,2005-07-20,1.75940239,2005,7,20,NORTE_SP,SP
141,2005-07-28,1.45066202,2005,7,28,NORTE_SP,SP
142,2005-08-05,0.953827441,2005,8,5,NORTE_SP,SP
143,2005-08-13,1.39167464,2005,8,13,NORTE_SP,SP
144,2005-08-21,1.25532925,2005,8,21,NORTE_SP,SP
145,2005-08-29,1.06000888,2005,8,29,NORTE_SP,SP
146,2005-09-06,0.991535306,2005,9,6,NORTE_SP,SP
147,2005-09-14,1.38462639,2005,9,14,NORTE_SP,SP
148,2005-09-22,-32767.0,2005,9,22,NORTE_SP,SP
149,2005-09-30,0.84052676,2005,9,30,NORTE_SP,SP
150,2005-10-08,0.963535249,2005,10,8,NORTE_SP,SP
151,2005-10-16,0.734770536,2005,10,16,NORTE_SP,SP
152,2005-10-24,-32767.0,2005,10,24,NORTE_SP,SP
153,2005-11-01,0.78110975,2005,11,1,NORTE_SP,SP
154,2005-11-09,1.30415559,2005,11,9,NORTE_SP,SP
155,2005-11-17,0.573001564,2005,11,17,NORTE_SP,SP
156,2005-11-25,0.539743721,2005,11,25,NORTE_SP,SP
157,2005-12-03,0.482150376,2005,12,3,NORTE_SP,SP
158,2005-12-11,0.327433884,2005,12,11,NORTE_SP,SP
159,2005-12-19,0.780285478,2005,12,19,NORTE_SP,SP
160,2005-12-27,0.583732307,2005,12,27,NORTE_SP,SP
161,2006-01-01,0.450680196,2006,1,1,NORTE_SP,SP
162,2006-01-09,0.820113599,2006,1,9,NORTE_SP,SP
163,2006-01-17,0.82880336,2006,1,17,NORTE_SP,SP
164,2006-01-25,-32767.0,2006,1,25,NORTE_SP,SP
165,2006-02-02,0.376361489,2006,2,2,NORTE_SP,SP
166,2006-02-10,0.623405576,2006,2,10,NORTE_SP,SP
167,2006-02-18,2.33307195,2006,2,18,NORTE_SP,SP
168,2006-02-26,0.898695767,2006,2,26,NORTE_SP,SP
169,2006-03-06,0.92036891,2006,3,6,NORTE_SP,SP
170,2006-03-14,0.806277037,2006,3,14,NORTE_SP,SP
171,2006-03-22,1.11374629,2006,3,22,NORTE_SP,SP
172,2006-03-30,0.537201703,2006,3,30,NORTE_SP,SP
173,2006-04-07,0.802545011,2006,4,7,NORTE_SP,SP
174,2006-04-15,2.39507747,2006,4,15,NORTE_SP,SP
175,2006-04-23,1.57972562,2006,4,23,NORTE_SP,SP
176,2006-05-01,2.2129786,2006,5,1,NORTE_SP,SP
177,2006-05-09,1.73629177,2006,5,9,NORTE_SP,SP
178,2006-05-17,1.98305857,2006,5,17,NORTE_SP,SP
179,2006-05-25,2.49668002,2006,5,25,NORTE_SP,SP
180,2006-06-02,2.14675212,2006,6,2,NORTE_SP,SP
181,2006-06-10,2.17449927,2006,6,10,NORTE_SP,SP
182,2006-06-18,1.62292755,2006,6,18,NORTE_SP,SP
183,2006-06-26,1.81484532,2006,6,26,NORTE_SP,SP
184,2006-07-04,1.89103019,2006,7,4,NORTE_SP,SP
185,2006-07-12,1.45332778,2006,7,12,NORTE_SP,SP
186,2006-07-20,1.19816208,2006,7,20,NORTE_SP,SP
187,2006-07-28,1.43738139,2006,7,28,NORTE_SP,SP
188,2006-08-05,1.5471319,2006,8,5,NORTE_SP,SP
189,2006-08-13,0.940039098,2006,8,13,NORTE_SP,SP
190,2006-08-21,1.62721646,2006,8,21,NORTE_SP,SP
191,2006-08-29,1.18020928,2006,8,29,NORTE_SP,SP
192,2006-09-06,1.53633475,2006,9,6,NORTE_SP,SP
193,2006-09-14,1.2559222,2006,9,14,NORTE_SP,SP
194,2006-09-22,1.48996842,2006,9,22,NORTE_SP,SP
195,2006-09-30,-32767.0,2006,9,30,NORTE_SP,SP
196,2006-10-08,0.211210638,2006,10,8,NORTE_SP,SP
197,2006-10-16,0.777789593,2006,10,16,NORTE_SP,SP
198,2006-10-24,1.44850779,2006,10,24,NORTE_SP,SP
199,2006-11-01,0.451160878,2006,11,1,NORTE_SP,SP
200,2006-11-09,0.688874304,2006,11,9,NORTE_SP,SP
201,2006-11-17,1.11566186,2006,11,17,NORTE_SP,SP
202,2006-11-25,0.427167296,2006,11,25,NORTE_SP,SP
203,2006-12-03,1.13835466,2006,12,3,NORTE_SP,SP
204,2006-12-11,0.529637814,2006,12,11,NORTE_SP,SP
205,2006-12-19,0.580125988,2006,12,19,NORTE_SP,SP
206,2006-12-27,0.45032981,2006,12,27,NORTE_SP,SP
207,2007-01-01,0.380185068,2007,1,1,NORTE_SP,SP
208,2007-01-09,0.400423646,2007,1,9,NORTE_SP,SP
209,2007-01-17,0.362894684,2007,1,17,NORTE_SP,SP
210,2007-01-25,0.705271304,2007,1,25,NORTE_SP,SP
211,2007-02-02,0.645388603,2007,2,2,NORTE_SP,SP
212,2007-02-10,0.97464633,2007,2,10,NORTE_SP,SP
213,2007-02-18,0.720022082,2007,2,18,NORTE_SP,SP
214,2007-02-26,0.549787641,2007,2,26,NORTE_SP,SP
215,2007-03-06,0.615703106,2007,3,6,NORTE_SP,SP
216,2007-03-14,0.590369403,2007,3,14,NORTE_SP,SP
217,2007-03-22,0.64050442,2007,3,22,NORTE_SP,SP
218,2007-03-30,0.641191065,2007,3,30,NORTE_SP,SP
219,2007-04-07,0.988277435,2007,4,7,NORTE_SP,SP
220,2007-04-15,0.665278971,2007,4,15,NORTE_SP,SP
221,2007-04-23,0.918041527,2007,4,23,NORTE_SP,SP
222,2007-05-01,1.30731559,2007,5,1,NORTE_SP,SP
223,2007-05-09,1.55364227,2007,5,9,NORTE_SP,SP
224,2007-05-17,1.93155825,2007,5,17,NORTE_SP,SP
225,2007-05-25,1.90970218,2007,5,25,NORTE_SP,SP
226,2007-06-02,2.24333882,2007,6,2,NORTE_SP,SP
227,2007-06-10,1.41581094,2007,6,10,NORTE_SP,SP
228,2007-06-18,1.55435765,2007,6,18,NORTE_SP,SP
229,2007-06-26,1.74040723,2007,6,26,NORTE_SP,SP
230,2007-07-04,1.48534703,2007,7,4,NORTE_SP,SP
231,2007-07-12,1.08936965,2007,7,12,NORTE_SP,SP
232,2007-07-20,1.72367752,2007,7,20,NORTE_SP,SP
233,2007-07-28,2.48616481,2007,7,28,NORTE_SP,SP
234,2007-08-05,6.95629644,2007,8,5,NORTE_SP,SP
235,2007-08-13,2.1854527,2007,8,13,NORTE_SP,SP
236,2007-08-21,3.19304824,2007,8,21,NORTE_SP,SP
237,2007-08-29,2.00310397,2007,8,29,NORTE_SP,SP
238,2007-09-06,1.47731769,2007,9,6,NORTE_SP,SP
239,2007-09-14,1.76804328,2007,9,14,NORTE_SP,SP
240,2007-09-22,0.988691032,2007,9,22,NORTE_SP,SP
241,2007-09-30,0.968744814,2007,9,30,NORTE_SP,SP
242,2007-10-08,1.28144813,2007,10,8,NORTE_SP,SP
243,2007-10-16,0.511173964,2007,10,16,NORTE_SP,SP
244,2007-10-24,1.06630421,2007,10,24,NORTE_SP,SP
245,2007-11-01,0.676689208,2007,11,1,NORTE_SP,SP
246,2007-11-09,0.33399722,2007,11,9,NORTE_SP,SP
247,2007-11-17,1.15400922,2007,11,17,NORTE_SP,SP
248,2007-11-25,0.416430831,2007,11,25,NORTE_SP,SP
249,2007-12-03,0.581046999,2007,12,3,NORTE_SP,SP
250,2007-12-11,0.366550505,2007,12,11,NORTE_SP,SP
251,2007-12-19,0.554450393,2007,12,19,NORTE_SP,SP
252,2007-12-27,0.582242727,2007,12,27,NORTE_SP,SP
253,2008-01-01,0.292161077,2008,1,1,NORTE_SP,SP
254,2008-01-09,0.586869121,2008,1,9,NORTE_SP,SP
255,2008-01-17,0.700018764,2008,1,17,NORTE_SP,SP
256,2008-01-25,0.533063114,2008,1,25,NORTE_SP,SP
257,2008-02-02,0.835715115,2008,2,2,NORTE_SP,SP
258,2008-02-10,0.674912989,2008,2,10,NORTE_SP,SP
259,2008-02-18,0.399265081,2008,2,18,NORTE_SP,SP
260,2008-02-26,2.02524567,2008,2,26,NORTE_SP,SP
261,2008-03-05,0.875008225,2008,3,5,NORTE_SP,SP
262,2008-03-13,0.963658273,2008,3,13,NORTE_SP,SP
263,2008-03-21,0.768421829,2008,3,21,NORTE_SP,SP
264,2008-03-29,1.10203183,2008,3,29,NORTE_SP,SP
265,2008-04-06,0.903695226,2008,4,6,NORTE_SP,SP
266,2008-04-14,0.55249244,2008,4,14,NORTE_SP,SP
267,2008-04-22,2.59693527,2008,4,22,NORTE_SP,SP
268,2008-04-30,1.97739017,2008,4,30,NORTE_SP,SP
269,2008-05-08,1.96363509,2008,5,8,NORTE_SP,SP
270,2008-05-16,1.80257308,2008,5,16,NORTE_SP,SP
271,2008-05-24,1.66295171,2008,5,24,NORTE_SP,SP
272,2008-06-01,2.13706064,2008,6,1,NORTE_SP,SP
273,2008-06-09,2.27148414,2008,6,9,NORTE_SP,SP
274,2008-06-17,2.95663524,2008,6,17,NORTE_SP,SP
275,2008-06-25,1.88822043,2008,6,25,NORTE_SP,SP
276,2008-07-03,1.39477825,2008,7,3,NORTE_SP,SP
277,2008-07-11,0.913614452,2008,7,11,NORTE_SP,SP
278,2008-07-19,1.07382309,2008,7,19,NORTE_SP,SP
279,2008-07-27,1.04818904,2008,7,27,NORTE_SP,SP
280,2008-08-04,1.32928181,2008,8,4,NORTE_SP,SP
281,2008-08-12,1.54593778,2008,8,12,NORTE_SP,SP
282,2008-08-20,1.22247708,2008,8,20,NORTE_SP,SP
283,2008-08-28,1.23318422,2008,8,28,NORTE_SP,SP
284,2008-09-05,0.883245826,2008,9,5,NORTE_SP,SP
285,2008-09-13,0.647212982,2008,9,13,NORTE_SP,SP
286,2008-09-21,1.12092245,2008,9,21,NORTE_SP,SP
287,2008-09-29,0.813307822,2008,9,29,NORTE_SP,SP
288,2008-10-07,1.6093874,2008,10,7,NORTE_SP,SP
289,2008-10-15,0.986702561,2008,10,15,NORTE_SP,SP
290,2008-10-23,-32767.0,2008,10,23,NORTE_SP,SP
291,2008-10-31,0.155614659,2008,10,31,NORTE_SP,SP
292,2008-11-08,0.445471883,2008,11,8,NORTE_SP,SP
293,2008-11-16,1.18286753,2008,11,16,NORTE_SP,SP
294,2008-11-24,1.86395693,2008,11,24,NORTE_SP,SP
295,2008-12-02,1.38139796,2008,12,2,NORTE_SP,SP
296,2008-12-10,0.557703018,2008,12,10,NORTE_SP,SP
297,2008-12-18,1.03910375,2008,12,18,NORTE_SP,SP
298,2008-12-26,0.703757524,2008,12,26,NORTE_SP,SP
299,2009-01-01,0.80064863,2009,1,1,NORTE_SP,SP
300,2009-01-09,0.593064547,2009,1,9,NORTE_SP,SP
301,2009-01-17,-32767.0,2009,1,17,NORTE_SP,SP
302,2009-01-25,0.898680329,2009,1,25,NORTE_SP,SP
303,2009-02-02,0.526580215,2009,2,2,NORTE_SP,SP
304,2009-02-10,0.685496092,2009,2,10,NORTE_SP,SP
305,2009-02-18,0.772443891,2009,2,18,NORTE_SP,SP
306,2009-02-26,2.77015972,2009,2,26,NORTE_SP,SP
307,2009-03-06,0.50929755,2009,3,6,NORTE_SP,SP
308,2009-03-14,0.894368112,2009,3,14,NORTE_SP,SP
309,2009-03-22,0.891735792,2009,3,22,NORTE_SP,SP
310,2009-03-30,1.21218657,2009,3,30,NORTE_SP,SP
311,2009-04-07,1.35957038,2009,4,7,NORTE_SP,SP
312,2009-04-15,1.6657052,2009,4,15,NORTE_SP,SP
313,2009-04-23,1.52487957,2009,4,23,NORTE_SP,SP
314,2009-05-01,1.73811841,2009,5,1,NORTE_SP,SP
315,2009-05-09,1.23782563,2009,5,9,NORTE_SP,SP
316,2009-05-17,1.17279983,2009,5,17,NORTE_SP,SP
317,2009-05-25,0.703771174,2009,5,25,NORTE_SP,SP
318,2009-06-02,1.92514992,2009,6,2,NORTE_SP,SP
319,2009-06-10,1.4419843,2009,6,10,NORTE_SP,SP
320,2009-06-18,1.08170676,2009,6,18,NORTE_SP,SP
321,2009-06-26,1.36847627,2009,6,26,NORTE_SP,SP
322,2009-07-04,1.35306728,2009,7,4,NORTE_SP,SP
323,2009-07-12,1.49246311,2009,7,12,NORTE_SP,SP
324,2009-07-20,1.13047385,2009,7,20,NORTE_SP,SP
325,2009-07-28,1.51968658,2009,7,28,NORTE_SP,SP
326,2009-08-05,3.06345224,2009,8,5,NORTE_SP,SP
327,2009-08-13,2.78135014,2009,8,13,NORTE_SP,SP
328,2009-08-21,1.55479598,2009,8,21,NORTE_SP,SP
329,2009-08-29,1.30078983,2009,8,29,NORTE_SP,SP
330,2009-09-06,0.902061522,2009,9,6,NORTE_SP,SP
331,2009-09-14,1.99747074,2009,9,14,NORTE_SP,SP
332,2009-09-22,1.42167068,2009,9,22,NORTE_SP,SP
333,2009-09-30,0.519792318,2009,9,30,NORTE_SP,SP
334,2009-10-08,1.11130726,2009,10,8,NORTE_SP,SP
335,2009-10-16,0.490448833,2009,10,16,NORTE_SP,SP
336,2009-10-24,1.51059222,2009,10,24,NORTE_SP,SP
337,2009-11-01,1.2020309,2009,11,1,NORTE_SP,SP
338,2009-11-09,-32767.0,2009,11,9,NORTE_SP,SP
339,2009-11-17,0.894230902,2009,11,17,NORTE_SP,SP
340,2009-11-25,0.360521644,2009,11,25,NORTE_SP,SP
341,2009-12-03,0.176351085,2009,12,3,NORTE_SP,SP
342,2009-12-11,0.356236935,2009,12,11,NORTE_SP,SP
343,2009-12-19,0.348671675,2009,12,19,NORTE_SP,SP
344,2009-12-27,0.163833544,2009,12,27,NORTE_SP,SP
345,2010-01-01,0.30945015,2010,1,1,NORTE_SP,SP
346,2010-01-09,0.531509459,2010,1,9,NORTE_SP,SP
347,2010-01-17,0.623328149,2010,1,17,NORTE_SP,SP
348,2010-01-25,3.06971097,2010,1,25,NORTE_SP,SP
349,2010-02-02,0.985633254,2010,2,2,NORTE_SP,SP
350,2010-02-10,0.529257834,2010,2,10,NORTE_SP,SP
351,2010-02-18,0.625302851,2010,2,18,NORTE_SP,SP
352,2010-02-26,1.08415008,2010,2,26,NORTE_SP,SP
353,2010-03-06,0.992488623,2010,3,6,NORTE_SP,SP
354,2010-03-14,1.11351609,2010,3,14,NORTE_SP,SP
355,2010-03-22,0.876488805,2010,3,22,NORTE_SP,SP
356,2010-03-30,0.854157686,2010,3,30,NORTE_SP,SP
357,2010-04-07,2.65028358,2010,4,7,NORTE_SP,SP
358,2010-04-15,2.22794724,2010,4,15,NORTE_SP,SP
359,2010-04-23,1.30024719,2010,4,23,NORTE_SP,SP
360,2010-05-01,1.24843156,2010,5,1,NORTE_SP,SP
361,2010-05-09,2.30555487,2010,5,9,NORTE_SP,SP
362,2010-05-17,1.78253317,2010,5,17,NORTE_SP,SP
363,2010-05-25,1.47087872,2010,5,25,NORTE_SP,SP
364,2010-06-02,1.93703091,2010,6,2,NORTE_SP,SP
365,2010-06-10,1.93062711,2010,6,10,NORTE_SP,SP
366,2010-06-18,1.82863569,2010,6,18,NORTE_SP,SP
367,2010-06-26,1.55035913,2010,6,26,NORTE_SP,SP
368,2010-07-04,1.18993115,2010,7,4,NORTE_SP,SP
369,2010-07-12,1.63124835,2010,7,12,NORTE_SP,SP
370,2010-07-20,1.86134303,2010,7,20,NORTE_SP,SP
371,2010-07-28,1.38915133,2010,7,28,NORTE_SP,SP
372,2010-08-05,2.86295414,2010,8,5,NORTE_SP,SP
373,2010-08-13,2.06666231,2010,8,13,NORTE_SP,SP
374,2010-08-21,1.69590819,2010,8,21,NORTE_SP,SP
375,2010-08-29,1.33650267,2010,8,29,NORTE_SP,SP
376,2010-09-06,1.49992955,2010,9,6,NORTE_SP,SP
377,2010-09-14,2.04996419,2010,9,14,NORTE_SP,SP
378,2010-09-22,0.344381422,2010,9,22,NORTE_SP,SP
379,2010-09-30,-32767.0,2010,9,30,NORTE_SP,SP
380,2010-10-08,0.756954312,2010,10,8,NORTE_SP,SP
381,2010-10-16,0.956565857,2010,10,16,NORTE_SP,SP
382,2010-10-24,0.455836684,2010,10,24,NORTE_SP,SP
383,2010-11-01,0.651284397,2010,11,1,NORTE_SP,SP
384,2010-11-09,0.523433864,2010,11,9,NORTE_SP,SP
385,2010-11-17,0.846583247,2010,11,17,NORTE_SP,SP
386,2010-11-25,0.284382015,2010,11,25,NORTE_SP,SP
387,2010-12-03,0.175954044,2010,12,3,NORTE_SP,SP
388,2010-12-11,0.521843135,2010,12,11,NORTE_SP,SP
389,2010-12-19,0.517570615,2010,12,19,NORTE_SP,SP
390,2010-12-27,0.278746665,2010,12,27,NORTE_SP,SP
391,2011-01-01,0.55785805,2011,1,1,NORTE_SP,SP
392,2011-01-09,0.48700875,2011,1,9,NORTE_SP,SP
393,2011-01-17,0.534870923,2011,1,17,NORTE_SP,SP
394,2011-01-25,0.736723006,2011,1,25,NORTE_SP,SP
395,2011-02-02,1.04713464,2011,2,2,NORTE_SP,SP
396,2011-02-10,1.09060419,2011,2,10,NORTE_SP,SP
397,2011-02-18,0.731999397,2011,2,18,NORTE_SP,SP
398,2011-02-26,0.498422742,2011,2,26,NORTE_SP,SP
399,2011-03-06,0.932501793,2011,3,6,NORTE_SP,SP
400,2011-03-14,1.33876586,2011,3,14,NORTE_SP,SP
401,2011-03-22,1.30404806,2011,3,22,NORTE_SP,SP
402,2011-03-30,0.734128594,2011,3,30,NORTE_SP,SP
403,2011-04-07,2.16213465,2011,4,7,NORTE_SP,SP
404,2011-04-15,1.24211347,2011,4,15,NORTE_SP,SP
405,2011-04-23,1.03194416,2011,4,23,NORTE_SP,SP
406,2011-05-01,1.24074054,2011,5,1,NORTE_SP,SP
407,2011-05-09,1.15377998,2011,5,9,NORTE_SP,SP
408,2011-05-17,1.46114004,2011,5,17,NORTE_SP,SP
409,2011-05-25,1.47002292,2011,5,25,NORTE_SP,SP
410,2011-06-02,2.13128734,2011,6,2,NORTE_SP,SP
411,2011-06-10,1.72986007,2011,6,10,NORTE_SP,SP
412,2011-06-18,1.29317045,2011,6,18,NORTE_SP,SP
413,2011-06-26,1.63702691,2011,6,26,NORTE_SP,SP
414,2011-07-04,1.78013062,2011,7,4,NORTE_SP,SP
415,2011-07-12,1.82330298,2011,7,12,NORTE_SP,SP
416,2011-07-20,1.30496383,2011,7,20,NORTE_SP,SP
417,2011-07-28,1.54566729,2011,7,28,NORTE_SP,SP
418,2011-08-05,1.57200575,2011,8,5,NORTE_SP,SP
419,2011-08-13,1.47656786,2011,8,13,NORTE_SP,SP
420,2011-08-21,1.72520304,2011,8,21,NORTE_SP,SP
421,2011-08-29,1.94537818,2011,8,29,NORTE_SP,SP
422,2011-09-06,0.735015869,2011,9,6,NORTE_SP,SP
